geo,Name,State,Value,Percent
17089,Kane,Illinois,190.003255,NA
17091,Kankakee,Illinois,100.3822187,NA
17093,Kendall,Illinois,177.8146406,NA
17095,Knox,Illinois,201.7695494,NA
17097,Lake,Illinois,85.43535296,NA
17099,La Salle,Illinois,178.210134,NA
17101,Lawrence,Illinois,92.17947084,NA
17103,Lee,Illinois,94.36466347,NA
17105,Livingston,Illinois,147.3186704,NA
17107,Logan,Illinois,167.7091928,NA
17109,McDonough,Illinois,48.0287851,NA
17111,McHenry,Illinois,144.1954264,NA
17113,Mclean,Illinois,180.0276833,NA
17115,Macon,Illinois,96.25370179,NA
17117,Macoupin,Illinois,67.68973227,NA
17119,Madison,Illinois,136.5981205,NA
17121,Marion,Illinois,207.1986007,NA
17123,Marshall,Illinois,123.5057215,NA
17125,Mason,Illinois,204.8427997,NA
17127,Massac,Illinois,74.54698175,NA
17129,Menard,Illinois,171.0159493,NA
17131,Mercer,Illinois,204.5467028,NA
17133,Monroe,Illinois,6.916173769,NA
17135,Montgomery,Illinois,179.5531794,NA
17137,Morgan,Illinois,101.8129548,NA
17139,Moultrie,Illinois,48.27239317,NA
17141,Ogle,Illinois,110.9737945,NA
17143,Peoria,Illinois,50.62221995,NA
17145,Perry,Illinois,75.05891446,NA
17147,Piatt,Illinois,46.20198239,NA
17149,Pike,Illinois,225.8749757,NA
17151,Pope,Illinois,92.26349102,NA
17153,Pulaski,Illinois,134.2682287,NA
17155,Putnam,Illinois,86.07218253,NA
17157,Randolph,Illinois,123.3840927,NA
17159,Richland,Illinois,233.5588722,NA
17161,Rock Island,Illinois,154.183222,NA
17163,St Clair,Illinois,196.2520472,NA
17165,Saline,Illinois,127.9899206,NA
17167,Sangamon,Illinois,213.4469053,NA
17169,Schuyler,Illinois,180.8282797,NA
17171,Scott,Illinois,196.1666443,NA
17173,Shelby,Illinois,82.9680988,NA
17175,Stark,Illinois,135.8789996,NA
17177,Stephenson,Illinois,147.3275185,NA
17179,Tazewell,Illinois,55.10089344,NA
17181,Union,Illinois,21.39860286,NA
17183,Vermilion,Illinois,131.8024482,NA
17185,Wabash,Illinois,188.7893185,NA
17187,Warren,Illinois,132.9639098,NA
17189,Washington,Illinois,145.5309715,NA
17191,Wayne,Illinois,131.8423806,NA
17193,White,Illinois,161.4186324,NA
17195,Whiteside,Illinois,134.8152702,NA
17197,Will,Illinois,78.12674094,NA
17199,Williamson,Illinois,81.37593455,NA
17201,Winnebago,Illinois,138.5979782,NA
17203,Woodford,Illinois,201.999326,NA
18001,Adams,Indiana,135.3459486,NA
18003,Allen,Indiana,135.9327343,NA
18005,Bartholomew,Indiana,116.9002833,NA
18007,Benton,Indiana,236.3260717,NA
18009,Blackford,Indiana,144.9170075,NA
18011,Boone,Indiana,158.0375478,NA
18013,Brown,Indiana,83.69116647,NA
18015,Carroll,Indiana,137.7286361,NA
18017,Cass,Indiana,104.1427325,NA
18019,Clark,Indiana,111.5317684,NA
18021,Clay,Indiana,114.3000261,NA
18023,Clinton,Indiana,112.0923884,NA
18025,Crawford,Indiana,119.8129865,NA
18027,Daviess,Indiana,182.6935478,NA
18029,Dearborn,Indiana,75.24629218,NA
18031,Decatur,Indiana,141.7068363,NA
18033,De Kalb,Indiana,195.7315749,NA
18035,Delaware,Indiana,103.7578007,NA
18037,Dubois,Indiana,158.7785729,NA
18039,Elkhart,Indiana,167.5651753,NA
18041,Fayette,Indiana,111.1906903,NA
18043,Floyd,Indiana,167.6417337,NA
18045,Fountain,Indiana,110.3553688,NA
18047,Franklin,Indiana,113.7433983,NA
18049,Fulton,Indiana,131.0696401,NA
18051,Gibson,Indiana,167.0726297,NA
18053,Grant,Indiana,142.4067666,NA
18055,Greene,Indiana,134.519382,NA
18057,Hamilton,Indiana,109.1809035,NA
18059,Hancock,Indiana,87.94101194,NA
18061,Harrison,Indiana,61.60649569,NA
18063,Hendricks,Indiana,99.8120133,NA
18065,Henry,Indiana,124.2859004,NA
18067,Howard,Indiana,170.1056041,NA
18069,Huntington,Indiana,33.25898817,NA
18071,Jackson,Indiana,217.6223266,NA
18073,Jasper,Indiana,149.3118352,NA
18075,Jay,Indiana,113.4997605,NA
18077,Jefferson,Indiana,93.59766042,NA
18079,Jennings,Indiana,34.70468647,NA
18081,Johnson,Indiana,194.0210485,NA
18083,Knox,Indiana,128.555104,NA
18085,Kosciusko,Indiana,120.6585834,NA
18087,Lagrange,Indiana,146.5698607,NA
18089,Lake,Indiana,73.51715805,NA
18091,La Porte,Indiana,68.83773349,NA
18093,Lawrence,Indiana,95.09155387,NA
18095,Madison,Indiana,171.0583426,NA
18097,Marion,Indiana,145.3478991,NA
18099,Marshall,Indiana,14.43570151,NA
18101,Martin,Indiana,173.4913278,NA
18103,Miami,Indiana,147.6418766,NA
18105,Monroe,Indiana,104.7303247,NA
18107,Montgomery,Indiana,114.7318537,NA
18109,Morgan,Indiana,173.7882803,NA
18111,Newton,Indiana,143.8414923,NA
18113,Noble,Indiana,95.84959861,NA
18115,Ohio,Indiana,101.0818832,NA
18117,Orange,Indiana,109.4883981,NA
18119,Owen,Indiana,44.26889587,NA
18121,Parke,Indiana,131.8087069,NA
18123,Perry,Indiana,69.37199734,NA
18125,Pike,Indiana,186.1699817,NA
18127,Porter,Indiana,79.84902898,NA
18129,Posey,Indiana,84.04076144,NA
18131,Pulaski,Indiana,163.816118,NA
18133,Putnam,Indiana,55.31253744,NA
18135,Randolph,Indiana,157.8122428,NA
18137,Ripley,Indiana,126.3912448,NA
18139,Rush,Indiana,140.734174,NA
18141,St Joseph,Indiana,128.869608,NA
18143,Scott,Indiana,86.49647622,NA
18145,Shelby,Indiana,140.4963328,NA
18147,Spencer,Indiana,170.906497,NA
18149,Starke,Indiana,114.070439,NA
18151,Steuben,Indiana,210.8996327,NA
18153,Sullivan,Indiana,85.85916215,NA
18155,Switzerland,Indiana,166.4686628,NA
18157,Tippecanoe,Indiana,72.99587199,NA
18159,Tipton,Indiana,218.8280726,NA
18161,Union,Indiana,141.6379482,NA
18163,Vanderburgh,Indiana,115.7542694,NA
18165,Vermillion,Indiana,93.56069181,NA
18167,Vigo,Indiana,185.4189445,NA
18169,Wabash,Indiana,135.4215462,NA
18171,Warren,Indiana,146.5548978,NA
18173,Warrick,Indiana,164.1896818,NA
18175,Washington,Indiana,141.6734997,NA
18177,Wayne,Indiana,241.4568271,NA
18179,Wells,Indiana,93.74561609,NA
18181,White,Indiana,124.191937,NA
18183,Whitley,Indiana,34.06017433,NA
19001,Adair,Iowa,58.81607232,NA
19003,Adams,Iowa,151.7835592,NA
19005,Allamakee,Iowa,189.1407455,NA
19007,Appanoose,Iowa,128.7961488,NA
19009,Audubon,Iowa,111.8148313,NA
19011,Benton,Iowa,141.1470182,NA
19013,Black Hawk,Iowa,114.4554146,NA
19015,Boone,Iowa,58.58661081,NA
19017,Bremer,Iowa,177.0974381,NA
19019,Buchanan,Iowa,90.18626662,NA
19021,Buena Vista,Iowa,157.8097661,NA
19023,Butler,Iowa,133.9854899,NA
19025,Calhoun,Iowa,23.5902438,NA
19027,Carroll,Iowa,274.2382157,NA
19029,Cass,Iowa,125.3070021,NA
19031,Cedar,Iowa,131.8533353,NA
19033,Cerro Gordo,Iowa,72.34980933,NA
19035,Cherokee,Iowa,109.2572487,NA
19037,Chickasaw,Iowa,92.61458881,NA
19039,Clarke,Iowa,154.2982468,NA
19041,Clay,Iowa,111.5000804,NA
19043,Clayton,Iowa,108.600092,NA
19045,Clinton,Iowa,172.8339115,NA
19047,Crawford,Iowa,121.852714,NA
19049,Dallas,Iowa,59.89391362,NA
19051,Davis,Iowa,99.60511609,NA
19053,Decatur,Iowa,136.2004769,NA
19055,Delaware,Iowa,163.9968743,NA
19057,Des Moines,Iowa,123.7686788,NA
19059,Dickinson,Iowa,40.383354,NA
19061,Dubuque,Iowa,200.3533934,NA
19063,Emmet,Iowa,97.04903718,NA
19065,Fayette,Iowa,153.6581201,NA
19067,Floyd,Iowa,109.3758856,NA
19069,Franklin,Iowa,38.78609148,NA
19071,Fremont,Iowa,133.2065047,NA
19073,Greene,Iowa,136.0761167,NA
19075,Grundy,Iowa,197.1325229,NA
19077,Guthrie,Iowa,94.081764,NA
19079,Hamilton,Iowa,41.95659665,NA
19081,Hancock,Iowa,137.416491,NA
19083,Hardin,Iowa,213.2445504,NA
19085,Harrison,Iowa,199.162197,NA
19087,Henry,Iowa,98.34906422,NA
19089,Howard,Iowa,136.3544495,NA
19091,Humboldt,Iowa,184.3867697,NA
19093,Ida,Iowa,161.5617441,NA
19095,Iowa,Iowa,84.60579077,NA
19097,Jackson,Iowa,135.4268413,NA
19099,Jasper,Iowa,131.0191854,NA
19101,Jefferson,Iowa,81.59188268,NA
19103,Johnson,Iowa,164.6293975,NA
19105,Jones,Iowa,159.9652734,NA
19107,Keokuk,Iowa,94.4222274,NA
19109,Kossuth,Iowa,163.6101564,NA
19111,Lee,Iowa,178.1032579,NA
19113,Linn,Iowa,139.1076516,NA
19115,Louisa,Iowa,80.09401613,NA
19117,Lucas,Iowa,214.8669711,NA
19119,Lyon,Iowa,10.41984847,NA
19121,Madison,Iowa,130.6401226,NA
19123,Mahaska,Iowa,131.2228219,NA
19125,Marion,Iowa,82.24204407,NA
19127,Marshall,Iowa,124.1261206,NA
19129,Mills,Iowa,160.7912053,NA
19131,Mitchell,Iowa,161.9327085,NA
19133,Monona,Iowa,164.9982927,NA
19135,Monroe,Iowa,142.6919944,NA
19137,Montgomery,Iowa,155.124217,NA
19139,Muscatine,Iowa,233.0276839,NA
19141,Obrien,Iowa,113.3579737,NA
19143,Osceola,Iowa,177.6502999,NA
19145,Page,Iowa,203.4346344,NA
19147,Palo Alto,Iowa,99.93154857,NA
19149,Plymouth,Iowa,104.3699135,NA
19151,Pocahontas,Iowa,87.80021642,NA
19153,Polk,Iowa,204.3575829,NA
19155,Pottawattamie,Iowa,97.96851444,NA
19157,Poweshiek,Iowa,153.3931551,NA
19159,Ringgold,Iowa,207.7437008,NA
19161,Sac,Iowa,145.423641,NA
19163,Scott,Iowa,220.4392851,NA
19165,Shelby,Iowa,74.6785926,NA
19167,Sioux,Iowa,96.80716517,NA
19169,Story,Iowa,-10.63582544,NA
19171,Tama,Iowa,199.8051083,NA
19173,Taylor,Iowa,80.31632783,NA
19175,Union,Iowa,113.4105658,NA
19177,Van Buren,Iowa,117.7295397,NA
19179,Wapello,Iowa,111.8743669,NA
19181,Warren,Iowa,114.2266153,NA
19183,Washington,Iowa,221.5976112,NA
19185,Wayne,Iowa,92.61300661,NA
19187,Webster,Iowa,109.1224205,NA
19189,Winnebago,Iowa,114.4044088,NA
19191,Winneshiek,Iowa,156.1929895,NA
19193,Woodbury,Iowa,39.65779288,NA
19195,Worth,Iowa,138.5033582,NA
19197,Wright,Iowa,81.71988131,NA
20001,Allen,Kansas,173.8480383,NA
20003,Anderson,Kansas,176.5287788,NA
20005,Atchison,Kansas,112.6531527,NA
20007,Barber,Kansas,69.06778112,NA
20009,Barton,Kansas,113.9550197,NA
20011,Bourbon,Kansas,161.4322708,NA
20013,Brown,Kansas,154.1362053,NA
20015,Butler,Kansas,76.17815416,NA
20017,Chase,Kansas,66.90193702,NA
20019,Chautauqua,Kansas,76.17560403,NA
20021,Cherokee,Kansas,79.1938312,NA
20023,Cheyenne,Kansas,115.1545409,NA
20025,Clark,Kansas,-15.84855013,NA
20027,Clay,Kansas,135.7849669,NA
20029,Cloud,Kansas,66.47742653,NA
20031,Coffey,Kansas,100.6434827,NA
20033,Comanche,Kansas,143.2783601,NA
20035,Cowley,Kansas,169.263335,NA
20037,Crawford,Kansas,92.40724116,NA
20039,Decatur,Kansas,150.2692983,NA
20041,Dickinson,Kansas,90.49828616,NA
20043,Doniphan,Kansas,4.474275505,NA
20045,Douglas,Kansas,214.9467797,NA
20047,Edwards,Kansas,178.4695126,NA
20049,Elk,Kansas,166.3688665,NA
20051,Ellis,Kansas,86.01050435,NA
20053,Ellsworth,Kansas,79.18021655,NA
20055,Finney,Kansas,112.2696303,NA
20057,Ford,Kansas,33.08714568,NA
20059,Franklin,Kansas,189.9014698,NA
20061,Geary,Kansas,74.86091964,NA
20063,Gove,Kansas,154.0145243,NA
20065,Graham,Kansas,223.0771501,NA
20067,Grant,Kansas,75.29836331,NA
20069,Gray,Kansas,75.50885246,NA
20071,Greeley,Kansas,77.76808209,NA
20073,Greenwood,Kansas,148.8388481,NA
20075,Hamilton,Kansas,125.1747426,NA
20077,Harper,Kansas,63.30539139,NA
20079,Harvey,Kansas,183.8883602,NA
20081,Haskell,Kansas,7.079733401,NA
20083,Hodgeman,Kansas,133.9361765,NA
20085,Jackson,Kansas,14.96336919,NA
20087,Jefferson,Kansas,100.1917535,NA
20089,Jewell,Kansas,89.51509865,NA
20091,Johnson,Kansas,103.4358881,NA
20093,Kearny,Kansas,158.3868754,NA
20095,Kingman,Kansas,116.2840827,NA
20097,Kiowa,Kansas,101.8853721,NA
20099,Labette,Kansas,124.8532667,NA
20101,Lane,Kansas,77.97862076,NA
20103,Leavenworth,Kansas,118.9883159,NA
20105,Lincoln,Kansas,171.8111935,NA
20107,Linn,Kansas,102.1281517,NA
20109,Logan,Kansas,126.9886764,NA
20111,Lyon,Kansas,51.68872621,NA
20113,McPherson,Kansas,170.4238172,NA
20115,Marion,Kansas,88.52470179,NA
20117,Marshall,Kansas,66.86514869,NA
20119,Meade,Kansas,169.388409,NA
20121,Miami,Kansas,115.2111814,NA
20123,Mitchell,Kansas,102.6202574,NA
20125,Montgomery,Kansas,65.01507361,NA
20127,Morris,Kansas,147.1774846,NA
20129,Morton,Kansas,103.7569957,NA
20131,Nemaha,Kansas,122.7579556,NA
20133,Neosho,Kansas,119.3880626,NA
20135,Ness,Kansas,150.8844019,NA
20137,Norton,Kansas,109.8786989,NA
20139,Osage,Kansas,104.8958346,NA
20141,Osborne,Kansas,156.2112078,NA
20143,Ottawa,Kansas,144.9753263,NA
20145,Pawnee,Kansas,215.7291442,NA
20147,Phillips,Kansas,199.0302337,NA
20149,Pottawatomie,Kansas,120.0969117,NA
20151,Pratt,Kansas,135.8462842,NA
20153,Rawlins,Kansas,53.8650392,NA
20155,Reno,Kansas,160.5335649,NA
20157,Republic,Kansas,26.09012435,NA
20159,Rice,Kansas,139.3223647,NA
20161,Riley,Kansas,112.6796834,NA
20163,Rooks,Kansas,83.97553286,NA
20165,Rush,Kansas,95.3269789,NA
20167,Russell,Kansas,28.50281258,NA
20169,Saline,Kansas,217.2398542,NA
20171,Scott,Kansas,118.5922004,NA
20173,Sedgwick,Kansas,125.8958086,NA
20175,Seward,Kansas,137.3341223,NA
20177,Shawnee,Kansas,133.2970821,NA
20179,Sheridan,Kansas,155.6283066,NA
20181,Sherman,Kansas,37.83455149,NA
20183,Smith,Kansas,208.7987751,NA
20185,Stafford,Kansas,174.6529768,NA
20187,Stanton,Kansas,178.7122611,NA
20189,Stevens,Kansas,120.4016971,NA
20191,Sumner,Kansas,72.89436883,NA
20193,Thomas,Kansas,110.1549406,NA
20195,Trego,Kansas,240.5114503,NA
20197,Wabaunsee,Kansas,126.6936413,NA
20199,Wallace,Kansas,125.2482776,NA
20201,Washington,Kansas,102.1057698,NA
20203,Wichita,Kansas,101.5283949,NA
20205,Wilson,Kansas,83.81956368,NA
20207,Woodson,Kansas,191.5281999,NA
20209,Wyandotte,Kansas,117.8400582,NA
21001,Adair,Kentucky,224.1523793,NA
21003,Allen,Kentucky,139.0884904,NA
21005,Anderson,Kentucky,192.8716161,NA
21007,Ballard,Kentucky,150.4943809,NA
21009,Barren,Kentucky,103.5834273,NA
21011,Bath,Kentucky,129.8431526,NA
21013,Bell,Kentucky,132.1247832,NA
21015,Boone,Kentucky,119.5943376,NA
21017,Bourbon,Kentucky,104.3362007,NA
21019,Boyd,Kentucky,205.168576,NA
21021,Boyle,Kentucky,192.9690738,NA
21023,Bracken,Kentucky,140.405982,NA
21025,Breathitt,Kentucky,167.1521048,NA
21027,Breckinridge,Kentucky,182.0466508,NA
21029,Bullitt,Kentucky,169.0355076,NA
21031,Butler,Kentucky,134.1651201,NA
21033,Caldwell,Kentucky,198.7219635,NA
21035,Calloway,Kentucky,150.9725365,NA
21037,Campbell,Kentucky,140.7147891,NA
21039,Carlisle,Kentucky,51.18061292,NA
21041,Carroll,Kentucky,101.7495898,NA
21043,Carter,Kentucky,133.7827305,NA
21045,Casey,Kentucky,201.6286464,NA
21047,Christian,Kentucky,149.0076859,NA
21049,Clark,Kentucky,-2.11196588,NA
21051,Clay,Kentucky,126.1557025,NA
21053,Clinton,Kentucky,153.2563779,NA
21055,Crittenden,Kentucky,84.57952077,NA
21057,Cumberland,Kentucky,129.5001766,NA
21059,Daviess,Kentucky,145.8264657,NA
21061,Edmonson,Kentucky,163.2608177,NA
21063,Elliott,Kentucky,88.00848653,NA
21065,Estill,Kentucky,64.77484824,NA
21067,Fayette,Kentucky,185.6220517,NA
21069,Fleming,Kentucky,136.6652707,NA
21071,Floyd,Kentucky,84.92651316,NA
21073,Franklin,Kentucky,110.1120113,NA
21075,Fulton,Kentucky,-21.64108995,NA
21077,Gallatin,Kentucky,94.61613289,NA
21079,Garrard,Kentucky,80.28456746,NA
21081,Grant,Kentucky,127.9829803,NA
21083,Graves,Kentucky,-21.99843243,NA
21085,Grayson,Kentucky,180.5992275,NA
21087,Green,Kentucky,141.489858,NA
21089,Greenup,Kentucky,124.8599341,NA
21091,Hancock,Kentucky,125.0466082,NA
21093,Hardin,Kentucky,140.0241815,NA
21095,Harlan,Kentucky,122.2712262,NA
21097,Harrison,Kentucky,233.1899763,NA
21099,Hart,Kentucky,210.2152896,NA
21101,Henderson,Kentucky,92.94320602,NA
21103,Henry,Kentucky,111.160314,NA
21105,Hickman,Kentucky,148.3552627,NA
21107,Hopkins,Kentucky,80.57418893,NA
21109,Jackson,Kentucky,102.6073075,NA
21111,Jefferson,Kentucky,142.2936309,NA
21113,Jessamine,Kentucky,81.54128986,NA
21115,Johnson,Kentucky,99.7572865,NA
21117,Kenton,Kentucky,167.1242625,NA
21119,Knott,Kentucky,65.26650305,NA
21121,Knox,Kentucky,120.2875207,NA
21123,Larue,Kentucky,75.98033329,NA
21125,Laurel,Kentucky,147.0784138,NA
21127,Lawrence,Kentucky,111.643801,NA
21129,Lee,Kentucky,142.4172105,NA
21131,Leslie,Kentucky,146.0158786,NA
21133,Letcher,Kentucky,44.77800895,NA
21135,Lewis,Kentucky,135.1692441,NA
21137,Lincoln,Kentucky,38.64798761,NA
21139,Livingston,Kentucky,153.3949992,NA
21141,Logan,Kentucky,110.7617963,NA
21143,Lyon,Kentucky,116.4893214,NA
21145,McCracken,Kentucky,263.0115793,NA
21147,McCreary,Kentucky,105.2516834,NA
21149,Mclean,Kentucky,163.4705074,NA
21151,Madison,Kentucky,156.7468004,NA
21153,Magoffin,Kentucky,114.8061687,NA
21155,Marion,Kentucky,124.7131516,NA
21157,Marshall,Kentucky,0.957246352,NA
21159,Martin,Kentucky,115.7640094,NA
21161,Mason,Kentucky,182.4520239,NA
21163,Meade,Kentucky,150.5039132,NA
21165,Menifee,Kentucky,154.7586815,NA
21167,Mercer,Kentucky,150.0175472,NA
21169,Metcalfe,Kentucky,183.9671289,NA
21171,Monroe,Kentucky,128.0550001,NA
21173,Montgomery,Kentucky,183.0313268,NA
21175,Morgan,Kentucky,179.5301657,NA
21177,Muhlenberg,Kentucky,140.4491059,NA
21179,Nelson,Kentucky,137.510566,NA
21181,Nicholas,Kentucky,124.5521024,NA
21183,Ohio,Kentucky,152.6016328,NA
21185,Oldham,Kentucky,11.82399688,NA
21187,Owen,Kentucky,128.8880189,NA
21189,Owsley,Kentucky,181.9915208,NA
21191,Pendleton,Kentucky,152.3347159,NA
21193,Perry,Kentucky,56.41637965,NA
21195,Pike,Kentucky,44.23269741,NA
21197,Powell,Kentucky,77.65592802,NA
21199,Pulaski,Kentucky,84.15941092,NA
21201,Robertson,Kentucky,120.9263083,NA
21203,Rockcastle,Kentucky,227.6566102,NA
21205,Rowan,Kentucky,61.34191705,NA
21207,Russell,Kentucky,121.0907699,NA
21209,Scott,Kentucky,132.8158738,NA
21211,Shelby,Kentucky,105.2149603,NA
21213,Simpson,Kentucky,110.6171198,NA
21215,Spencer,Kentucky,193.698655,NA
21217,Taylor,Kentucky,184.0070846,NA
21219,Todd,Kentucky,131.0326908,NA
21221,Trigg,Kentucky,173.785855,NA
21223,Trimble,Kentucky,63.73638579,NA
21225,Union,Kentucky,226.369061,NA
21227,Warren,Kentucky,175.2182868,NA
21229,Washington,Kentucky,208.2167863,NA
21231,Wayne,Kentucky,254.6777629,NA
21233,Webster,Kentucky,163.824662,NA
21235,Whitley,Kentucky,165.4060071,NA
21237,Wolfe,Kentucky,126.3771419,NA
21239,Woodford,Kentucky,202.0019863,NA
22001,Acadia,Louisiana,218.8422275,NA
22003,Allen,Louisiana,136.2933801,NA
22005,Ascension,Louisiana,55.33280487,NA
22007,Assumption,Louisiana,163.5551466,NA
22009,Avoyelles,Louisiana,36.9008236,NA
22011,Beauregard,Louisiana,142.8357974,NA
22013,Bienville,Louisiana,162.6596385,NA
22015,Bossier,Louisiana,231.9420681,NA
22017,Caddo,Louisiana,180.287512,NA
22019,Calcasieu,Louisiana,197.5958158,NA
22021,Caldwell,Louisiana,135.516502,NA
22023,Cameron,Louisiana,212.8228626,NA
22025,Catahoula,Louisiana,112.7278888,NA
22027,Claiborne,Louisiana,58.5735444,NA
22029,Concordia,Louisiana,90.53389417,NA
22031,De Soto,Louisiana,122.482836,NA
22033,East Baton Rouge,Louisiana,79.11748642,NA
22035,East Carroll,Louisiana,103.0639605,NA
22037,East Feliciana,Louisiana,69.47134679,NA
22039,Evangeline,Louisiana,194.5295872,NA
22041,Franklin,Louisiana,126.0697378,NA
22043,Grant,Louisiana,172.9422892,NA
22045,Iberia,Louisiana,108.3568119,NA
22047,Iberville,Louisiana,179.4948442,NA
22049,Jackson,Louisiana,114.5288301,NA
22051,Jefferson,Louisiana,70.92344097,NA
22053,Jefferson Davis,Louisiana,142.2937198,NA
22055,Lafayette,Louisiana,145.9900823,NA
22057,Lafourche,Louisiana,139.8376338,NA
22059,La Salle,Louisiana,140.7288718,NA
22061,Lincoln,Louisiana,100.2842803,NA
22063,Livingston,Louisiana,154.8580791,NA
22065,Madison,Louisiana,59.5208983,NA
22067,Morehouse,Louisiana,164.9387173,NA
22069,Natchitoches,Louisiana,86.13608625,NA
22071,Orleans,Louisiana,125.9908425,NA
22073,Ouachita,Louisiana,84.5799421,NA
22075,Plaquemines,Louisiana,126.7049033,NA
22077,Pointe Coupee,Louisiana,175.1582054,NA
22079,Rapides,Louisiana,144.1458286,NA
22081,Red River,Louisiana,166.7138624,NA
22083,Richland,Louisiana,171.2323995,NA
22085,Sabine,Louisiana,131.0979062,NA
22087,St Bernard,Louisiana,148.9036205,NA
22089,St Charles,Louisiana,160.5701579,NA
22091,St Helena,Louisiana,116.5849192,NA
22093,St James,Louisiana,164.7464246,NA
22095,St John The Baptist,Louisiana,135.2590908,NA
22097,St Landry,Louisiana,151.0782832,NA
22099,St Martin,Louisiana,142.7479235,NA
22101,St Mary,Louisiana,201.0919475,NA
22103,St Tammany,Louisiana,73.15678305,NA
22105,Tangipahoa,Louisiana,50.70617444,NA
22107,Tensas,Louisiana,68.77983995,NA
22109,Terrebonne,Louisiana,162.0596365,NA
22111,Union,Louisiana,54.1527942,NA
22113,Vermilion,Louisiana,157.1000494,NA
22115,Vernon,Louisiana,41.42866778,NA
22117,Washington,Louisiana,124.0960783,NA
22119,Webster,Louisiana,87.86383053,NA
22121,West Baton Rouge,Louisiana,111.8202816,NA
22123,West Carroll,Louisiana,149.9558675,NA
22125,West Feliciana,Louisiana,45.0701987,NA
22127,Winn,Louisiana,122.8987642,NA
23001,Androscoggin,Maine,115.0933478,NA
23003,Aroostook,Maine,146.0328228,NA
23005,Cumberland,Maine,210.0901292,NA
23007,Franklin,Maine,192.7510773,NA
23009,Hancock,Maine,257.8085656,NA
23011,Kennebec,Maine,199.9414349,NA
23013,Knox,Maine,144.9546121,NA
23015,Lincoln,Maine,95.24246974,NA
23017,Oxford,Maine,109.5660496,NA
23019,Penobscot,Maine,153.9654191,NA
23021,Piscataquis,Maine,118.8809847,NA
23023,Sagadahoc,Maine,68.720949,NA
23025,Somerset,Maine,71.10154253,NA
23027,Waldo,Maine,182.1644037,NA
23029,Washington,Maine,137.8564423,NA
23031,York,Maine,30.47599254,NA
24001,Allegany,Maryland,168.0258678,NA
24003,Anne Arundel,Maryland,120.6939983,NA
24005,Baltimore,Maryland,134.9282586,NA
24009,Calvert,Maryland,10.80128209,NA
24011,Caroline,Maryland,54.00105475,NA
24013,Carroll,Maryland,152.646128,NA
24015,Cecil,Maryland,137.22821,NA
24017,Charles,Maryland,90.01556207,NA
24019,Dorchester,Maryland,148.8398888,NA
24021,Frederick,Maryland,139.1726609,NA
24023,Garrett,Maryland,53.00839229,NA
24025,Harford,Maryland,231.1076021,NA
24027,Howard,Maryland,145.3222483,NA
24029,Kent,Maryland,37.43646424,NA
24031,Montgomery,Maryland,162.3491786,NA
24033,Prince Georges,Maryland,218.3299406,NA
24035,Queen Annes,Maryland,106.81041,NA
24037,St Marys,Maryland,177.5790131,NA
24039,Somerset,Maryland,91.46625037,NA
24041,Talbot,Maryland,186.0704878,NA
24043,Washington,Maryland,174.1330594,NA
24045,Wicomico,Maryland,206.2065789,NA
24047,Worcester,Maryland,151.4451373,NA
24510,Baltimore City,Maryland,143.1368009,NA
25001,Barnstable,Massachusetts,125.9167863,NA
25003,Berkshire,Massachusetts,102.8056316,NA
25005,Bristol,Massachusetts,210.1691476,NA
25007,Dukes,Massachusetts,141.0015747,NA
25009,Essex,Massachusetts,188.9173198,NA
25011,Franklin,Massachusetts,191.4307771,NA
25013,Hampden,Massachusetts,83.83610876,NA
25015,Hampshire,Massachusetts,77.88821223,NA
25017,Middlesex,Massachusetts,-8.308006906,NA
25019,Nantucket,Massachusetts,203.4032687,NA
25021,Norfolk,Massachusetts,143.2684513,NA
25023,Plymouth,Massachusetts,204.1013648,NA
25025,Suffolk,Massachusetts,137.3211006,NA
25027,Worcester,Massachusetts,197.7808297,NA
26001,Alcona,Michigan,192.512733,NA
26003,Alger,Michigan,153.4261776,NA
26005,Allegan,Michigan,203.3023235,NA
26007,Alpena,Michigan,103.0003895,NA
26009,Antrim,Michigan,168.0653073,NA
26011,Arenac,Michigan,156.3312004,NA
26013,Baraga,Michigan,154.0963217,NA
26015,Barry,Michigan,135.7408835,NA
26017,Bay,Michigan,128.0139981,NA
26019,Benzie,Michigan,133.0817367,NA
26021,Berrien,Michigan,184.7888387,NA
26023,Branch,Michigan,123.5065502,NA
26025,Calhoun,Michigan,160.7372759,NA
26027,Cass,Michigan,126.1632097,NA
26029,Charlevoix,Michigan,81.59203097,NA
26031,Cheboygan,Michigan,173.5302857,NA
26033,Chippewa,Michigan,133.4261983,NA
26035,Clare,Michigan,204.2233376,NA
26037,Clinton,Michigan,82.72759056,NA
26039,Crawford,Michigan,107.2088611,NA
26041,Delta,Michigan,186.8275752,NA
26043,Dickinson,Michigan,160.709144,NA
26045,Eaton,Michigan,224.2787767,NA
26047,Emmet,Michigan,202.7159932,NA
26049,Genesee,Michigan,122.4298259,NA
26051,Gladwin,Michigan,59.88622045,NA
26053,Gogebic,Michigan,129.4744831,NA
26055,Grand Traverse,Michigan,119.6888866,NA
26057,Gratiot,Michigan,205.6553235,NA
26059,Hillsdale,Michigan,139.2255922,NA
26061,Houghton,Michigan,173.5394243,NA
26063,Huron,Michigan,165.3594383,NA
26065,Ingham,Michigan,194.4599821,NA
26067,Ionia,Michigan,129.6819212,NA
